Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,AAPL,AAPL,AAPL,AAPL,AAPL,SPY,SPY,SPY,SPY,SPY
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2018-02-08,22.887332916259766,23.2413330078125,20.97333335876465,21.01533317565918,154719000,37.666968464315005,37.833814815434046,36.43090847610487,36.4591064453125,217562000,239.31518063921757,239.45805330779487,230.01079906816344,230.04652404785156,246449500
2018-02-09,21.32866668701172,21.398666381835938,19.650667190551758,20.69466781616211,194005500,37.06079201336703,37.25426978743227,35.449247698677205,36.90506362915039,282690400,232.8771022467395,235.38624380883647,225.8407938292955,233.50216674804688,283565300
2018-02-12,21.075332641601562,21.205333709716797,20.416667938232422,21.048667907714844,93417000,37.39820134604815,38.669975998597984,37.164608760767116,38.39155578613281,243278000,235.58270680654945,238.42225693249392,233.64505576718005,236.93104553222656,143736000
2018-02-13,21.001333236694336,21.612667083740234,20.833999633789062,21.577333450317383,68403000,38.21222753787818,38.872890432207946,38.14144158485657,38.77614974975586,130196800,235.70773125679366,238.0740003263704,235.11839169132196,237.5203857421875,81223600
2018-02-14,21.389333724975586,21.744667053222656,21.23466682434082,21.487333297729492,59260500,38.46941391952456,39.53119243870084,38.43166453064394,39.49108123779297,162579600,236.01130898065358,241.09210401944776,236.00237092341183,240.7259979248047,120735700
2018-02-15,21.633333206176758,22.274667739868164,21.49333381652832,22.271333694458008,88693500,40.06207809815335,40.84071632897577,39.875678581235206,40.81712341308594,204588800,242.49402333873772,243.80663703210328,239.99379250604483,243.79769897460938,111200300
2018-02-16,22.166667938232422,22.874666213989258,22.109333038330078,22.365999221801758,84639000,40.66847906045923,41.248919598735064,40.529268955862534,40.684993743896484,160704400,243.16369688879388,245.8424978253621,243.11903385641438,243.8690948486328,160420100
2018-02-20,22.29800033569336,22.722667694091797,22.100000381469727,22.31800079345703,60141000,40.595338551951166,41.116787838347435,40.44668838599062,40.54814910888672,135722000,242.90473088379122,244.36915509660528,241.53854353899342,242.34217834472656,86369700
2018-02-21,22.402000427246094,22.645999908447266,22.211332321166992,22.219999313354492,48294000,40.77936577610756,41.08374063872751,40.34993371221126,40.36409378051758,149886400,242.78871288846986,245.30679293242818,241.03857013991217,241.13677978515625,98883700
2018-02-22,22.368667602539062,23.16266632080078,22.316667556762695,23.077999114990234,104547000,40.53633895124801,41.04363161587473,40.515104248149626,40.70150375366211,123967600,242.07428311508227,243.81548713180834,240.7706078038127,241.44921875,110511300
2018-02-23,23.18866729736328,23.666000366210938,23.139999389648438,23.469999313354492,87261000,40.977568649194346,41.444750152653654,40.94689389784784,41.409358978271484,135249600,242.69049996721714,245.2978515625,242.20830805569219,245.2978515625,92766400
2018-02-26,23.566667556762695,23.933332443237305,23.49066734313965,23.827999114990234,65100000,41.60991010075557,42.32719869142699,41.57687714461259,42.22809982299805,152648800,246.38714481419208,248.2444618349391,245.7888946033074,248.14622497558594,86491400
2018-02-27,23.75,23.999332427978516,23.333999633789062,23.39933204650879,71961000,42.25878180876758,42.5843914035895,42.03698752223843,42.09125518798828,155712400,248.33378002712257,249.05708139952594,244.98527862784883,245.04779052734375,99099200
2018-02-28,23.504667282104492,23.682666778564453,22.814666748046875,22.87066650390625,91045500,42.296533475796856,42.61742666505022,42.011035062021165,42.027549743652344,151128400,246.164028768003,246.61943380990942,242.24406283434575,242.5655059814453,121907800
2018-03-01,23.000667572021484,23.244667053222656,22.004667282104492,22.062000274658203,103284000,42.126657594237145,42.419237905595054,40.739269228248325,41.2913932800293,195208000,242.35115243804375,243.92272455862206,237.52037757891765,239.0383758544922,176855100
2018-03-02,21.798667907714844,22.347999572753906,21.531333923339844,22.341333389282227,76392000,40.77229974521162,41.59812756111448,40.68971552349191,41.5768928527832,153816000,237.34177778077498,240.8420900403363,236.46672015351606,240.27059936523438,139083200
2018-03-05,22.159332275390625,22.516666412353516,21.952667236328125,22.22333335876465,57357000,41.3409366759555,41.937891845850366,41.17813006592543,41.72081756591797,113605600,239.06522110664835,243.67276365239712,238.95804614031567,243.04769897460938,97307400
2018-03-06,22.25,22.424667358398438,21.802000045776367,21.8799991607666,64285500,41.978012757503734,42.05823517510642,41.55802057084976,41.68543243408203,95154000,244.03880479022237,244.11919281506292,242.14578943102867,243.66378784179688,79213200
2018-03-07,21.695999145507812,22.166667938232422,21.44933319091797,22.15333366394043,75109500,41.27722339665488,41.491939436030975,41.11913683149567,41.298458099365234,126814000,241.467152358295,243.9316309342195,241.27070584679177,243.574462890625,87063500
2018-03-08,22.19066619873047,22.219999313354492,21.751333236694336,21.940000534057617,53493000,41.404640537140025,41.79159965990496,41.30790345669109,41.74913024902344,95096400,244.26201340399055,244.8781398639161,243.25302116906514,244.75314331054688,66901200
2018-03-09,21.606666564941406,21.89933204650879,21.4913330078125,21.81133270263672,82602000,41.989808793348175,42.47114687377518,41.8553151000925,42.466426849365234,128740800,246.18186620951914,249.012451171875,245.86039586274407,249.012451171875,113625300
2018-03-12,21.907333374023438,23.1473331451416,21.766666412353516,23.034000396728516,123960000,42.53956452574493,43.03506260368419,42.520691631636566,42.876976013183594,128828400,249.30712107311192,249.94109642380346,248.30701235418948,248.6999053955078,71924800
2018-03-13,21.907333374023438,23.1473331451416,21.766666412353516,22.78933334350586,89487000,43.08224388186974,43.296959915007946,42.29181107903721,42.464054107666016,126774000,249.8785542737333,250.38753300431205,246.47647918015616,247.0926055908203,91968900
2018-03-14,22.450666427612305,22.65399932861328,21.595333099365234,21.775333404541016,119511000,42.546646480907,42.59383591695677,41.95440771746431,42.103057861328125,117473600,248.06596458154164,248.25347307049316,245.26216630560637,245.82469177246094,105895100
2018-03-15,21.958667755126953,22.190000534057617,21.406667709350586,21.706666946411133,98472000,42.11721197443869,42.52776760576798,42.015754872627284,42.15260314941406,90975200,246.34257931120015,246.99440354034303,245.04781441055238,245.55679321289062,83433000
2018-03-16,21.528667449951172,21.82666778564453,21.271333694458008,21.42333221435547,91759500,42.152606201744995,42.263503358462046,41.90957718178804,42.00395965576172,157618800,246.09200114502127,246.88990819741605,245.76927066943324,245.82305908203125,100343700
2018-03-19,21.100000381469727,21.383333206176758,20.64466667175293,20.90399932861328,112264500,41.83878888337092,41.87418005588159,40.97520827088329,41.36216735839844,133787200,245.06101156138848,246.00233610840382,240.82050945374598,242.49697875976562,109208400
2018-03-20,20.9913330078125,21.083332061767578,20.583999633789062,20.703332901000977,71464500,41.348018646240234,41.71610131069404,41.277232687616795,41.348018646240234,78597600,242.90043471387057,243.55489689858746,242.219078322073,242.90940856933594,59757300
2018-03-21,20.683332443237305,21.496000289916992,20.679332733154297,21.101999282836914,89376000,41.30082102199341,41.31261928050812,40.40892740319114,40.41128921508789,148219600,242.86459817652332,244.98932288964386,242.22808362011398,242.4432373046875,78709600
2018-03-22,20.926000595092773,21.254667282104492,20.545333862304688,20.606666564941406,74097000,40.11162050050995,40.743966672010444,39.78129094828165,39.84027862548828,165963200,240.18399078175617,241.04463269749385,236.10485397828126,236.38279724121094,148785900
2018-03-23,20.75,20.75,20.030000686645508,20.1026668548584,99823500,39.731750235606576,40.09275462767348,38.917720794677734,38.917720794677734,164115200,236.83107058419182,237.16277492329317,231.14717282369168,231.3444061279297,183534800
2018-03-26,20.48933219909668,20.506000518798828,19.423999786376953,20.278667449951172,125628000,39.6562451825391,40.84307719400487,39.27164429918902,40.76521301269531,150164800,235.0021846410622,237.9606568731258,232.56367620179614,237.67376708984375,141956100
2018-03-27,20.266666412353516,20.284666061401367,18.478666305541992,18.61199951171875,208080000,40.97993574470846,41.32678373013827,39.384909534396165,39.7199592590332,163690400,238.62410679377217,239.16199096956146,232.05267239993523,233.6305389404297,129941400
2018-03-28,17.6386661529541,17.91200065612793,16.80666732788086,17.185333251953125,315021000,39.462765249555176,40.116349873437926,38.976707252129515,39.28108215332031,166674000,233.76495617450988,235.45937301616345,231.8195176554977,232.94015502929688,146452300
2018-03-29,17.099332809448242,18.06399917602539,16.547332763671875,17.742000579833984,227560500,39.59490401127065,40.52455075902881,39.38018791464152,39.587825775146484,153594000,234.09672671955656,237.80829188458839,232.94919481835552,235.91664123535156,111601600
2018-04-02,17.083999633789062,17.35533332824707,16.305999755859375,16.832000732421875,241710000,39.318833512475734,39.86152096687733,38.806820808205174,39.328269958496094,150347200,235.3787067259477,235.8986978850942,228.31421671279602,230.82444763183594,186286300
2018-04-03,17.988000869750977,18.22333335876465,16.965999603271484,17.8353328704834,282666000,39.5547798132654,39.816685264797854,38.90355710149498,39.73174285888672,121112000,232.07950416156953,234.26699041890205,230.25959023166607,233.78286743164062,119956900
2018-04-04,16.851999282836914,19.224666595458984,16.799999237060547,19.12933349609375,298450500,38.9035609392858,40.585887344066165,38.87760621268804,40.49150848388672,138422000,230.17891888502692,237.00134615261618,230.04444787068562,236.28414916992188,123715300
2018-04-05,19.28933334350586,20.417333602905273,19.213333129882812,20.381332397460938,286816500,40.720383634266895,41.10970095809457,40.602408251249656,40.77229309082031,107732800,238.06820055270722,239.0454204508979,236.96551085068933,238.14891052246094,82652600
2018-04-06,20.066667556762695,20.618667602539062,19.700000762939453,19.953332901000977,202804500,40.34050465406206,40.69678903141309,39.686919993319535,39.729393005371094,140021200,236.15869674247338,237.67377360345043,231.2996000824863,232.8415985107422,179521200
2018-04-09,20.024667739868164,20.633333206176758,19.28066635131836,19.310667037963867,153747000,40.083317146678915,40.840717086835404,40.07623891174833,40.12342834472656,116070800,234.32082482076953,237.43171575451913,233.0388220295674,233.98912048339844,105442900
2018-04-10,19.931333541870117,20.47333335876465,19.57866668701172,20.31333351135254,164847000,40.8194836813306,41.05543445405506,40.472635757399814,40.87847137451172,113634400,236.92073767709815,238.50757822078518,235.76425923258694,237.7096710205078,103529000
2018-04-11,20.049333572387695,20.59866714477539,19.977333068847656,20.062000274658203,112243500,40.637792361017404,41.03654966234211,40.51273876478594,40.68734359741211,89726400,236.2034749158544,238.14891352317258,236.13176615877308,236.46347045898438,91140200
2018-04-12,20.154666900634766,20.26333236694336,19.57866668701172,19.60533332824707,114132000,40.9162273902391,41.2913882825573,40.82892314965039,41.088470458984375,91557200,237.80824341178624,239.36816200470187,237.62893047405,238.4088897705078,68890500
2018-04-13,20.239999771118164,20.26333236694336,19.73200035095215,20.022666931152344,109908000,41.239478465771256,41.48958572516423,41.02004596094194,41.22768020629883,100497200,239.73579280159896,239.8523435036008,236.6876636324142,237.7096710205078,85079200
2018-04-16,19.933332443237305,19.977333068847656,19.267332077026367,19.413999557495117,95077500,41.29845637192071,41.57216008536985,41.25126694554179,41.484859466552734,86313600,239.36819568877115,240.44401874795307,238.53444786552944,239.66403198242188,63405300
2018-04-17,19.257999420166016,19.47800064086914,18.833999633789062,19.179332733154297,105000000,41.6429599513827,42.22103871857165,41.62408345445394,42.05587387084961,106421600,241.4570297645114,242.83766284514695,240.93706599506686,242.22804260253906,64682000
2018-04-18,19.405332565307617,20.016000747680664,19.21066665649414,19.55666732788086,98365500,41.95440858086928,42.19272117835827,41.73497607857657,41.96148681640625,83018000,242.67632123675136,243.22317926545725,241.94117638827595,242.40737915039062,57303900
2018-04-19,19.405332565307617,20.067333221435547,19.23666763305664,20.005332946777344,91359000,40.998803810032534,41.38340471077207,40.73926012758841,40.77229309082031,139235200,241.74392056117674,241.95012771439644,240.01366279496733,241.06259155273438,77655900
2018-04-20,19.67799949645996,19.998666763305664,19.316667556762695,19.349332809448242,84418500,40.25319781665466,40.399486123833064,39.03332931855462,39.10175704956055,261964400,240.99084178012683,241.21496927163466,238.12199894510152,239.0185089111328,99953100
2018-04-23,19.41933250427246,19.441333770751953,18.82200050354004,18.891332626342773,73401000,39.3636710267077,39.38490573389138,38.717164561081056,38.98851013183594,146062000,239.60122947867723,240.16603505745357,237.88889239483325,238.98263549804688,65558000
2018-04-24,19.0,19.139333724975586,18.56399917602539,18.8973331451416,85279500,39.08995670517692,39.24568504985163,38.039976684850195,38.4458122253418,134768000,240.02264389988122,240.2467714108536,234.24014317306802,235.76422119140625,112885500
2018-04-25,18.899999618530273,19.01066780090332,18.483333587646484,18.71266746520996,60204000,38.37031327873025,39.03097615846978,38.32076563293554,38.61334228515625,113528400,235.70145078323003,236.7951940933804,233.85464234533399,236.34693908691406,103840900
2018-04-26,18.583332061767578,19.05266761779785,18.433332443237305,19.031999588012695,65340000,38.724248173460126,39.10412914500268,38.54728505504571,38.74784469604492,111852000,237.38688742128014,239.59229433150676,236.9386324272081,238.74957275390625,67731900
2018-04-27,19.024667739868164,19.631332397460938,18.922000885009766,19.60533332824707,65469000,38.69591787929163,38.773782048526435,37.90076510911906,38.299522399902344,142623200,239.3681909885676,239.67300113217664,238.02342587065428,238.97372436523438,57053600
2018-04-30,19.573999404907227,19.915332794189453,19.5,19.593332290649414,63423000,38.254701595177096,39.46512666359807,38.18627385193452,38.99322509765625,169709600,239.60122045773272,240.16602601524423,237.06408237546802,237.1358184814453,82182300
2018-05-01,19.567333221435547,20.05466651916504,19.54800033569336,19.994667053222656,69384000,39.264572338688374,39.922873467208575,38.995588578602664,39.8992805480957,214277600,236.5621105603784,237.6648278087302,234.98424406374158,237.5572509765625,74203400
2018-05-02,19.904666900634766,20.456666946411133,19.851999282836914,20.07666778564453,134556000,41.34565412103842,41.94025109400596,41.008246234203796,41.66183090209961,266157600,237.36002513846782,238.18479911726828,235.56700492103704,235.9614715576172,86368900
2018-05-03,18.586000442504883,19.202667236328125,18.34866714477539,18.963333129882812,260281500,41.49902620268934,41.881265331356566,41.15925648817477,41.737335205078125,136272800,235.1187367964316,236.1048759737452,232.24091980872456,235.44146728515625,136311500
2018-05-04,18.866666793823242,19.790666580200195,18.634666442871094,19.606000900268555,128541000,42.05823007282932,43.473934871914736,42.0393535768027,43.37483596801758,224805200,234.45526828198342,239.1798931479852,234.12356398362218,238.48956298828125,91222100
2018-05-07,19.833332061767578,20.3973331451416,19.67799949645996,20.184667587280273,130173000,43.69336083223612,44.28087953182669,43.5919037316787,43.68864440917969,169805600,239.26958406394257,240.28261745422768,238.57027994922393,239.29647827148438,55304900
2018-05-08,20.053333282470703,20.516666412353516,19.933332443237305,20.131332397460938,88950000,43.64852865609634,43.938747057989126,43.33707195137426,43.89863586425781,113611200,238.91993200658325,239.66402332145034,237.70963794857042,239.29647827148438,67499200
2018-05-09,20.027332305908203,20.46733283996582,20.003332138061523,20.456666946411133,85911000,44.01662501534543,44.217181046794146,43.70281000108883,44.20774459838867,92844800,239.9777964852052,241.941155625096,239.44885885454403,241.6094512939453,59666100
2018-05-10,20.5,20.865999221801758,20.27400016784668,20.334667205810547,84774000,44.29740016909847,44.91794826437476,44.27616186292336,44.840084075927734,111957200,242.36252203591607,244.2003840418878,242.25494520811583,243.86865234375,72063900
2018-05-11,20.51333236694336,20.591999053955078,19.93866729736328,20.070667266845703,70194000,44.88271711722677,45.01772578201182,44.39951946149734,44.66954040527344,104848800,243.99416835362803,244.88170451127164,243.47417722501598,244.61276245117188,59871500
2018-05-14,20.221332550048828,20.32933235168457,19.441333770751953,19.46466636657715,109302000,44.76902697979306,44.892195521034246,44.496638697297,44.56532669067383,83115200,245.052085385546,245.71549415311756,244.1734955738904,244.72935485839844,54790600
2018-05-15,19.000667572021484,19.130666732788086,18.700000762939453,18.94533348083496,142788000,44.240836785644596,44.309528405658426,43.842912584680555,44.16030502319336,94780800,243.48310430907307,243.5010246565326,242.0845511465758,243.0438232421875,87036100
2018-05-16,18.922000885009766,19.253999710083008,18.770666122436523,19.09866714477539,85110000,44.072664763164404,44.63876159628058,44.05608278213679,44.57243728637695,76732400,243.0797482828398,244.53209018750465,243.0528267163755,244.06588745117188,53942600
2018-05-17,19.059999465942383,19.279333114624023,18.931333541870117,18.96933364868164,66309000,44.529793398825596,44.745337415133605,44.14134215417004,44.290565490722656,69176000,243.79693316792844,244.95343873602755,243.07076225196982,243.8596954345703,56536400
2018-05-18,18.976667404174805,18.976667404174805,18.266666412353516,18.454666137695312,108778500,44.33793984401655,44.48479227123444,44.086868166177105,44.12950134277344,73190800,243.50999551116132,243.87756782437316,242.89140154006196,243.25,64368000
2018-05-21,18.755332946777344,19.432666778564453,18.753332138061523,18.965999603271484,137739000,44.529795015175026,44.83060900411695,44.27161781574119,44.44215774536133,73603200,244.7562032490899,245.62581904130977,244.3617366613213,245.0789337158203,58025900
2018-05-22,19.18400001525879,19.200000762939453,18.22800064086914,18.333999633789062,134187000,44.61980751317354,44.73823783050188,44.24082905204025,44.33083724975586,60962800,245.60789233898845,245.86788792119097,244.06589391654126,244.39759826660156,52966400
2018-05-23,18.517332077026367,18.660667419433594,18.266666412353516,18.60466766357422,89776500,44.13897043524761,44.64821923548736,43.99921994654716,44.61505889892578,80233600,243.1066903559502,245.09694415477276,242.945297721965,245.0700225830078,64694200
2018-05-24,18.559999465942383,18.74066734313965,18.326000213623047,18.523332595825195,62650500,44.71218274091747,44.72876110585403,44.10582009820154,44.56532669067383,92936000,244.66654719688538,244.94446310792873,242.75697652084864,244.5679168701172,76043800
2018-05-25,18.5086669921875,18.642667770385742,18.374000549316406,18.59000015258789,58126500,44.584265016648736,44.920606599416736,44.44688544945524,44.66716766357422,69844000,243.9852294921875,244.62174403192552,243.4742121453907,243.9852294921875,56374800
2018-05-29,18.567333221435547,19.100000381469727,18.40999984741211,18.917333602905273,84999000,44.435040612615495,44.70742879935333,44.262129808938624,44.50609588623047,90056400,242.3356285457084,243.10664141274933,240.04953887024598,241.1791229248047,115908600
2018-05-30,18.88599967956543,19.667333602905273,18.773332595825195,19.447999954223633,112345500,44.4634713145271,44.529791992187505,44.24082177629322,44.41136169433594,74762000,242.50597514195863,244.84585330383254,242.43426637410082,244.39759826660156,69678400
2018-05-31,19.1473331451416,19.357999801635742,18.86199951171875,18.98200035095215,88795500,44.34504102088553,44.58426892145429,44.089231143797164,44.26213836669922,109931200,243.98508329144445,244.2898932737316,242.29069436648044,242.9003143310547,93519900
2018-06-01,19.05733299255371,19.463333129882812,18.922666549682617,19.454666137695312,81366000,44.52742739677085,45.06509837950518,44.47057954922888,45.06036376953125,93770000,244.21827671213424,245.58993582974514,244.1465405955216,245.28512573242188,71258400
2018-06-04,19.62266731262207,19.933332443237305,19.56999969482422,19.78266716003418,71967000,45.39197328622363,45.813584939827706,45.32328529029768,45.43697738647461,105064800,246.11888772050742,246.71058760005468,245.876839871321,246.45059204101562,45385200
2018-06-05,19.84666633605957,19.85333251953125,19.115999221801758,19.408666610717773,89928000,45.730688562081966,45.936756176135674,45.56251590616901,45.787532806396484,86264000,246.58501038918388,247.01534494400573,245.805051238007,246.62985229492188,51135000
2018-06-06,20.03333282470703,21.47800064086914,19.832000732421875,21.299999237060547,281509500,45.863321352463835,45.9699079047771,45.45828811662611,45.94622039794922,83734400,247.2484960723438,248.79944083422882,246.62092814001036,248.69186401367188,62732200
2018-06-07,21.07666778564453,22.0,20.905332565307617,21.07266616821289,215179500,45.98412257565429,45.998333635184984,45.55777271870154,45.82305908203125,85388800,249.1849079935181,249.48074418721419,247.7415129994532,248.6649169921875,72969400
2018-06-08,21.266666412353516,21.631999969482422,21.143333435058594,21.17733383178711,123078000,45.280653100957494,45.47724788750937,44.949049614127176,45.40618896484375,106627200,248.19878067966252,249.4538891152985,248.02844160347135,249.4001007080078,72139700
2018-06-11,21.500667572021484,22.310667037963867,21.5,22.139999389648438,197752500,45.32327512407509,45.47012753262255,45.05325419734273,45.29484939575195,73234000,249.62429571491282,250.4580436127594,249.50774501448538,249.73187255859375,58892500
2018-06-12,22.979999542236328,23.6646671295166,22.53333282470703,22.851333618164062,335211000,45.33275042239878,45.62172064565773,45.275902576867104,45.543556213378906,67644400,250.1532141854011,250.42215627390706,249.40014897826723,250.0546112060547,72329000
2018-06-13,23.11400032043457,23.14666748046875,22.65333366394043,22.985332489013672,142047000,45.576715856033054,45.685673321417624,45.10773288373838,45.169315338134766,86553600,250.2966689157821,250.55666451776034,249.05050668502292,249.2567138671875,79070600
2018-06-14,23.17533302307129,23.916667938232422,23.106666564941406,23.847999572753906,164715000,45.370657723062614,45.37539594798751,45.05563262838003,45.19301223754883,86440400,250.13526853649742,250.4221309487877,249.28357307683154,249.88424682617188,77097600
2018-06-15,23.589332580566406,24.31133270263672,23.416667938232422,23.878000259399414,162724500,45.01063600516736,45.041429050985165,44.59139157772378,44.7287712097168,246876800,249.08816215898443,249.90765288476533,247.96249261513702,249.56544494628906,120041600
2018-06-18,23.69333267211914,24.915332794189453,23.633333206176758,24.722000122070312,181098000,44.50138542634728,44.818777868079216,44.340318285604106,44.70508575439453,73939600,248.0885443330636,249.17821219922425,247.60227489488335,249.0521240234375,52917600
2018-06-19,24.3439998626709,24.666667938232422,23.083332061767578,23.503332138061523,191428500,43.852372884706874,44.13423758691221,43.45207787832828,43.98264694213867,134314000,246.7467460840021,248.32268333088896,246.32349326698017,248.09754943847656,97531500
2018-06-20,23.869333267211914,24.29199981689453,23.46666717529297,24.148000717163086,125755500,44.138975680951184,44.34030502892865,43.9921196465491,44.174503326416016,82514800,248.79105433023216,249.19630649623284,248.1786964865574,248.52090454101562,53785500
2018-06-21,24.133333206176758,24.413999557495117,23.084667205810547,23.167333602905273,119506500,44.352159696352906,44.61270787456432,43.80501213631587,43.92818069458008,102847600,248.51181305961774,248.52984136140637,246.45859285393072,246.962890625,71061400
2018-06-22,23.43600082397461,23.483333587646484,22.133333206176758,22.242000579833984,153991500,44.084502131990305,44.09160766221041,43.748160449481254,43.800270080566406,108801600,248.2416977632864,248.35877181247074,247.18805880279854,247.41319274902344,54898500
