Ticker,Date,Open,High,Low,Close,Volume,BB_UPPER,BB_MIDDLE,BB_LOWER,RSI_14,ATR_14,SMA_20,EMA_20,Price_Change_Pct
AAPL,2018-01-30,38.89834241190866,39.33072813120874,38.70329803527017,39.236732482910156,184192800,42.506304871263644,40.967213249206544,39.428121627149444,26.69818740730487,0.622293790312931,40.967213249206544,40.73363467139473,-0.589426926177139
AAPL,2018-01-31,39.21322660539064,39.58216682698936,39.12628046289826,39.34482192993164,129915600,42.59416199980891,40.91046257019043,39.226763140571954,29.049155203728475,0.6104075455828001,40.91046257019043,40.60136679125539,0.27548024563095463
AAPL,2018-02-01,39.28371734123033,39.62445593598001,39.187369502816786,39.42706298828125,188923200,42.654197330481615,40.85817642211914,39.06215551375667,30.86598329185898,0.5980274661242589,40.85817642211914,40.48952833382928,0.20902638343636148
AAPL,2018-02-02,39.008779603001486,39.19677443871081,37.62232441283876,37.7163200378418,346375200,42.970477871450576,40.71095314025879,38.451428409067,19.614426265073902,0.684221116789847,40.71095314025879,40.22541325802095,-4.339006816074353
AAPL,2018-02-05,37.38734080820621,38.51060565150299,36.65886198826042,36.774009704589844,290954000,43.31872595175211,40.49346790313721,37.66820985452231,16.12716546050298,0.7676155843936131,40.49346790313721,39.89670815769418,-2.4984153605296266
AAPL,2018-02-06,36.383909384506495,38.47299372472518,36.18886507104701,38.310848236083984,272975200,43.330054798392894,40.36046161651611,37.39086843463933,36.08560112167851,0.8759379464853669,40.36046161651611,39.74567387944559,4.179143215112391
AAPL,2018-02-07,38.32495890960423,38.397806073513465,37.38029082924668,37.4907341003418,206434400,43.39158012672397,40.18668460845947,36.98178909019497,31.74446037061543,0.8860506106126109,40.18668460845947,39.53091771000714,-2.140683836307611
AAPL,2018-02-08,37.666968464315005,37.833814815434046,36.43090847610487,36.4591064453125,217562000,43.52962299861665,39.96179637908936,36.39396975956206,27.296065458642275,0.9229688769495086,39.96179637908936,39.238364256226696,-2.751686996227398
AAPL,2018-02-09,37.06079201336703,37.25426978743227,35.449247698677205,36.90506362915039,282690400,43.50431265825893,39.74757385253906,35.99083504681919,31.748547309103117,0.9859726777927627,39.74757385253906,39.016145148886096,1.2231709093222243
AAPL,2018-02-12,37.39820134604815,38.669975998597984,37.164608760767116,38.39155578613281,243278000,43.28500282292772,39.58640880584717,35.88781478876662,44.04865504093497,1.041611227196679,39.58640880584717,38.9566604476715,4.027881300842084
AAPL,2018-02-13,38.21222753787818,38.872890432207946,38.14144158485657,38.77614974975586,130196800,43.07190034216962,39.455048370361325,35.83819639855303,46.723843760000115,1.019456771493443,39.455048370361325,38.93946895263191,1.0017670702523684
AAPL,2018-02-14,38.46941391952456,39.53119243870084,38.43166453064394,39.49108123779297,162579600,42.73535341514927,39.325243186950686,35.9151329587521,51.37782786329494,1.0251761383908327,39.325243186950686,38.99200345598059,1.8437402698590732
AAPL,2018-02-15,40.06207809815335,40.84071632897577,39.875678581235206,40.81712341308594,204588800,42.4985959740398,39.25986022949219,36.02112448494458,58.60144598854233,1.0483517778759734,39.25986022949219,39.165824404276336,3.3578269668239624
AAPL,2018-02-16,40.66847906045923,41.248919598735064,40.529268955862534,40.684993743896484,160704400,42.27082597742075,39.197270202636716,36.12371442785268,57.681870364553916,1.0248731253757275,39.197270202636716,39.310507198525876,-0.3237113694961935
AAPL,2018-02-20,40.595338551951166,41.116787838347435,40.44668838599062,40.54814910888672,135722000,42.08645451348403,39.14499206542969,36.20352961737535,56.689679484018974,0.9995321487315195,39.14499206542969,39.42837785665548,-0.3363516186611015
AAPL,2018-02-21,40.77936577610756,41.08374063872751,40.34993371221126,40.36409378051758,149886400,41.86254317844491,39.0830415725708,36.30353996669669,55.311590236416464,0.9805517757161433,39.0830415725708,39.51749365892806,-0.45391795288827197
AAPL,2018-02-22,40.53633895124801,41.04363161587473,40.515104248149626,40.70150375366211,123967600,41.820453740649235,39.071095657348636,36.321737574048036,57.35805626339318,0.9590507799762154,39.071095657348636,39.63025652509321,0.8359161362056611
AAPL,2018-02-23,40.977568649194346,41.444750152653654,40.94689389784784,41.409358978271484,135249600,42.02570553313776,39.13108386993408,36.2364622067304,61.35621894881174,0.9436361813344532,39.13108386993408,39.79969485396733,1.739137769684218
AAPL,2018-02-26,41.60991010075557,42.32719869142699,41.57687714461259,42.22809982299805,152648800,42.387236991292625,39.227309226989746,36.06738146268687,65.39748824943095,0.9417935764645285,39.227309226989746,40.03097151768454,1.9771879230397582
AAPL,2018-02-27,42.25878180876758,42.5843914035895,42.03698752223843,42.09125518798828,155712400,42.75621412131834,39.35840320587158,35.96059229042483,64.18921203654685,0.9136228839564245,39.35840320587158,40.22718901009442,-0.3240606032081983
AAPL,2018-02-28,42.296533475796856,42.61742666505022,42.011035062021165,42.027549743652344,151128400,43.08808895489376,39.497944068908694,35.907799182923625,63.60010199388041,0.8916777924616123,39.497944068908694,40.398651937099935,-0.15135078308170513
